name,protein,fat,carbo,unit,gram,image_url,ancestry,kcal
葉ねぎ(葉ネギ),1.50,0.30,7.00,1束,100.0,https://cdn.slism.jp/calorie/foodImages/106227.jpg,77,31
パクチョイ(ぱくちょい),3.20,0.40,5.40,1本,200.0,https://cdn.slism.jp/calorie/foodImages/106237.jpg,77,30
こねぎ(小葱/小ねぎ/万能ネギ/細ネギ),1.98,0.30,5.35,1束,99.0,https://cdn.slism.jp/calorie/foodImages/106228.jpg,77,27
ようさい(ウンチェー/ヨウサイ/クウシンサイ),3.30,0.15,4.65,1束,150.0,https://cdn.slism.jp/calorie/foodImages/106298.jpg,77,26
マコモ(まこも/ハナガツミ/マコモダケ),1.30,0.20,4.40,1本,100.0,https://cdn.slism.jp/calorie/foodImages/106271.jpg,77,21
のびる(野蒜/ノビル),0.96,0.06,4.65,1本,30.0,https://cdn.slism.jp/calorie/foodImages/106232.jpg,77,20
ねぎ(ネギ/根深ネギ/長ネギ/長ねぎ),0.29,0.06,4.10,1本可食部,57.0,https://cdn.slism.jp/calorie/foodImages/106226.jpg,77,16
生落花生(なまらっかせい),0.60,1.21,0.62,1個,5.0,https://cdn.slism.jp/calorie/foodImages/106303.jpg,77,15
みつば(ミツバ/切り三つ葉/白みつば),0.75,0.08,3.00,1パック,75.0,https://cdn.slism.jp/calorie/foodImages/106274.jpg,77,14
スプラウト(新芽/アルファルファもやし),1.60,0.10,2.00,1パック,100.0,https://cdn.slism.jp/calorie/foodImages/106286.jpg,77,12
糸みつば(青みつば),0.83,0.09,2.67,1束,92.0,https://cdn.slism.jp/calorie/foodImages/106278.jpg,77,12
みょうが(ミョウガ/茗荷),0.87,0.10,2.52,1パック(10～14個),97.0,https://cdn.slism.jp/calorie/foodImages/106280.jpg,77,12
藤豆(ふじまめ/つるまめ),0.75,0.03,2.22,1さや,30.0,https://cdn.slism.jp/calorie/foodImages/106260.jpg,77,10
にんにく(蒜/ニンニク),0.36,0.08,1.58,1カケ,6.0,https://cdn.slism.jp/calorie/foodImages/106223.jpg,77,8
赤ピーマン(赤ぴーまん),0.26,0.05,1.87,M1個,26.0,https://cdn.slism.jp/calorie/foodImages/106247.jpg,77,8
黄ピーマン(黄ぴーまん),0.21,0.05,1.72,M1個,26.0,https://cdn.slism.jp/calorie/foodImages/106249.jpg,77,7
ふき(蕗/フキ),0.18,0.00,1.80,1本,60.0,https://cdn.slism.jp/calorie/foodImages/106256.jpg,77,7
らっきょう(ラッキョウ/辣韮),0.07,0.01,1.47,1個,5.0,https://cdn.slism.jp/calorie/foodImages/106305.jpg,77,6
ピーマン(ぴーまん),0.23,0.05,1.33,M1個,26.0,https://cdn.slism.jp/calorie/foodImages/106245.jpg,77,6
日野菜(ひのな/日野菜かぶ),0.30,0.00,1.41,1本,30.0,https://cdn.slism.jp/calorie/foodImages/106252.jpg,77,6
茎にんにく(茎ニンニク),0.19,0.03,1.06,1本,10.0,https://cdn.slism.jp/calorie/foodImages/106224.jpg,77,5
芽キャベツ(メキャベツ),0.29,0.01,0.50,M1個,5.0,https://cdn.slism.jp/calorie/foodImages/106283.jpg,77,3
よめな(嫁菜/ヨメナ),0.17,0.01,0.50,1茎,5.0,https://cdn.slism.jp/calorie/foodImages/106300.jpg,77,2
よもぎ(ヨモギ/蓬),0.26,0.02,0.44,1茎,5.0,https://cdn.slism.jp/calorie/foodImages/106301.jpg,77,2
パセリ(ぱせり),0.19,0.04,0.41,1枝,5.0,https://cdn.slism.jp/calorie/foodImages/106239.jpg,77,2
メタデ(芽蓼/芽タデ/紅たで),0.15,0.03,0.44,5g,5.0,https://cdn.slism.jp/calorie/foodImages/106285.jpg,77,2
むかご(零余子),0.06,0.00,0.41,1個,2.0,https://cdn.slism.jp/calorie/foodImages/106282.jpg,77,2
はつか大根(二十日大根/廿日大根),0.09,0.01,0.34,1個,11.0,https://cdn.slism.jp/calorie/foodImages/106240.jpg,77,2
みょうがたけ(茗荷竹/ミョウガタケ),0.08,0.02,0.30,1本,20.0,https://cdn.slism.jp/calorie/foodImages/106281.jpg,77,1
干しワラビ(干しわらび),20.00,0.70,61.40,1パック,100.0,https://cdn.slism.jp/calorie/foodImages/106326.jpg,77,274
れんこん(レンコン/蓮根),4.56,0.24,37.20,1節,240.0,https://cdn.slism.jp/calorie/foodImages/106317.jpg,77,158
山葵(わさび),4.48,0.16,14.72,1本,80.0,https://cdn.slism.jp/calorie/foodImages/106322.jpg,77,70
レタス(れたす),2.94,0.49,13.72,M1個,490.0,https://cdn.slism.jp/calorie/foodImages/106312.jpg,77,59
リーキ(リーク/西洋ネギ/ニラネギ),3.20,0.20,13.80,1本,200.0,https://cdn.slism.jp/calorie/foodImages/106308.jpg,77,58
サニーレタス(アカチリメンチシャ/レッドレタス),3.38,0.56,9.02,L1個,282.0,https://cdn.slism.jp/calorie/foodImages/106315.jpg,77,45
わけぎ(ワケギ),2.30,0.00,10.66,1束,144.0,https://cdn.slism.jp/calorie/foodImages/106320.jpg,77,43
ルバーブ(食用大黄),0.56,0.08,4.80,1本,80.0,https://cdn.slism.jp/calorie/foodImages/106310.jpg,77,19
わらび(ワラビ),1.70,0.07,2.84,5本,71.0,https://cdn.slism.jp/calorie/foodImages/106324.jpg,77,15
サラダ菜(ヘッドレタス),1.53,0.18,1.98,1株(15枚),90.0,https://cdn.slism.jp/calorie/foodImages/106313.jpg,77,13
ロケットサラダ(エルーカ/ルッコラ),0.95,0.20,1.55,1パック,50.0,https://cdn.slism.jp/calorie/foodImages/106319.jpg,77,10
コスレタス(ロメインレタス),0.12,0.02,0.34,1枚,10.0,https://cdn.slism.jp/calorie/foodImages/106316.jpg,77,2
リーフレタス(葉チシャ),0.14,0.01,0.33,1枚,10.0,https://cdn.slism.jp/calorie/foodImages/106314.jpg,77,2
果物
チェリモヤ(カスタードアップル),5.20,1.20,79.20,1個(可食部),400.0,https://cdn.slism.jp/calorie/foodImages/107086.jpg,239,312
アボカド(あぼかど/アボガド),3.50,26.18,8.68,1個(可食部),140.0,https://cdn.slism.jp/calorie/foodImages/107006.jpg,239,262
グレープフルーツ缶詰(グレープフルーツの缶詰め),1.62,0.00,55.40,1缶(果肉のみ),324.0,https://cdn.slism.jp/calorie/foodImages/107067.jpg,239,227
ドリアン(果物の王様),3.91,5.61,46.07,2房（果実半分）,170.0,https://cdn.slism.jp/calorie/foodImages/107087.jpg,239,226
いちじくの缶詰(無花果缶詰),1.28,0.26,49.47,1缶(果肉のみ),255.0,https://cdn.slism.jp/calorie/foodImages/107017.jpg,239,207
あんずの缶詰(杏子缶詰),1.23,0.98,46.49,一缶(果肉のみ),246.0,https://cdn.slism.jp/calorie/foodImages/107009.jpg,239,199
みかんの缶詰(みかん缶詰/ミカン缶詰),1.28,0.26,39.02,425g1缶（果肉のみ）,255.0,https://cdn.slism.jp/calorie/foodImages/107035.jpg,239,163
中国梨(中国なし/中国ナシ/秋子梨/白梨/チュウゴクナシ),0.68,0.34,43.18,1個(可食部),340.0,https://cdn.slism.jp/calorie/foodImages/107090.jpg,239,160
洋梨(洋ナシ/洋なし/西洋梨),0.77,0.26,36.72,M1個(可食部),255.0,https://cdn.slism.jp/calorie/foodImages/107091.jpg,239,138
さくらんぼ缶詰(サクランボ缶詰/さくらんぼの缶詰),1.09,0.18,31.86,1缶(果肉のみ),181.0,https://cdn.slism.jp/calorie/foodImages/107072.jpg,239,134
カリン(花梨/かりん),0.70,0.18,32.03,1個(可食部),175.0,https://cdn.slism.jp/calorie/foodImages/107053.jpg,239,119
梨(ナシ/なし),0.77,0.26,28.82,1個(可食部),255.0,https://cdn.slism.jp/calorie/foodImages/107088.jpg,239,110
柿(かき/甘がき),0.66,0.33,26.39,M1個(可食部),166.0,https://cdn.slism.jp/calorie/foodImages/107049.jpg,239,100
渋抜き柿(あわせ柿/かさわし柿),0.68,0.14,22.98,1個(可食部),136.0,https://cdn.slism.jp/calorie/foodImages/107050.jpg,239,86
スイカ(西瓜/すいか),1.35,0.23,21.38,S玉1/8カット,225.0,https://cdn.slism.jp/calorie/foodImages/107077.jpg,239,83
グァバ(グアバ/バンジロウ/蕃石榴),1.26,0.21,20.79,1個(可食部),210.0,https://cdn.slism.jp/calorie/foodImages/107057.jpg,239,80
グレープフルーツ(ぐれーぷふるーつ),1.89,0.21,20.16,1個（可食部のみ）,210.0,https://cdn.slism.jp/calorie/foodImages/107062.jpg,239,80
アテモヤ(あてもや),1.76,0.39,19.01,1個(可食部),98.0,https://cdn.slism.jp/calorie/foodImages/107005.jpg,239,77
パイナップル(パイン/ぱいなっぷる),0.91,0.15,20.23,1/4カット可食部,151.0,https://cdn.slism.jp/calorie/foodImages/107097.jpg,239,77
キワノ(角メロン),2.70,1.62,14.40,1個(可食部),180.0,https://cdn.slism.jp/calorie/foodImages/107055.jpg,239,74
オロブランコ(スウィーティー/オロブロンコ),1.38,0.17,17.47,1個(可食部),173.0,https://cdn.slism.jp/calorie/foodImages/107048.jpg,239,69
いよかん(伊予柑/イヨカン/穴門みかん),1.35,0.15,17.70,1個(可食部),150.0,https://cdn.slism.jp/calorie/foodImages/107018.jpg,239,69
夏みかん(夏柑/夏橙),1.43,0.16,15.90,1個(可食部),159.0,https://cdn.slism.jp/calorie/foodImages/107093.jpg,239,64
タンゴール(たんごーる),1.13,0.13,16.00,1個(可食部),126.0,https://cdn.slism.jp/calorie/foodImages/107084.jpg,239,63
スターフルーツ(ゴレンシ/ごれんし),1.43,0.20,15.30,1玉(可食部),204.0,https://cdn.slism.jp/calorie/foodImages/107069.jpg,239,61
ネーブル(ネーブルオレンジ),1.17,0.13,15.34,1個(可食部),130.0,https://cdn.slism.jp/calorie/foodImages/107040.jpg,239,60
タンゼロ(たんぜろ),1.32,0.12,14.88,1個(可食部),120.0,https://cdn.slism.jp/calorie/foodImages/107085.jpg,239,59
すもも(日本すもも/スモモ/酢桃),0.78,1.30,12.22,1個(可食部),130.0,https://cdn.slism.jp/calorie/foodImages/107080.jpg,239,57
ざくろ(ザクロ/石榴),0.19,0.00,14.42,1個(可食部),93.0,https://cdn.slism.jp/calorie/foodImages/107073.jpg,239,52
三宝柑(サンポウカン/さんぼうかん),0.78,0.34,12.21,1個(可食部),112.0,https://cdn.slism.jp/calorie/foodImages/107074.jpg,239,49
キウイ(キウイフルーツ),0.87,0.09,11.75,1個（可食部）,87.0,https://cdn.slism.jp/calorie/foodImages/107054.jpg,239,46
いちじく(イチジク/無花果/生いちじく),0.43,0.07,10.30,M1個(可食部),72.0,https://cdn.slism.jp/calorie/foodImages/107015.jpg,239,39
さくらんぼ(サクランボ),0.63,0.13,9.58,10個,63.0,https://cdn.slism.jp/calorie/foodImages/107070.jpg,239,38
バレンシアオレンジ(バレンシアみかん),0.87,0.09,8.53,1個(可食部),87.0,https://cdn.slism.jp/calorie/foodImages/107041.jpg,239,34
みかん(温州みかん/オレンジ),0.53,0.08,8.63,M1個(可食部),75.0,https://cdn.slism.jp/calorie/foodImages/107029.jpg,239,34
プルーン(西洋すもも),0.44,0.06,7.94,1個（可食部）,63.0,https://cdn.slism.jp/calorie/foodImages/107081.jpg,239,31
あけび(アケビの皮),0.21,0.21,6.02,果皮(1個分),70.0,https://cdn.slism.jp/calorie/foodImages/107002.jpg,239,24
あんず(フレッシュあんず/生あんず),0.66,0.20,5.61,1個(可食部),66.0,https://cdn.slism.jp/calorie/foodImages/107007.jpg,239,24
いちご(イチゴ/苺/ストロベリー),0.55,0.06,5.19,M5個(可食部),61.0,https://cdn.slism.jp/calorie/foodImages/107012.jpg,239,21
アセロラ(あせろら/バルバドスチェリー),0.37,0.05,4.77,10個(可食部),53.0,https://cdn.slism.jp/calorie/foodImages/107003.jpg,239,19
あけびの果肉(アケビの実),0.10,0.02,4.40,1個(果肉部のみ),20.0,https://cdn.slism.jp/calorie/foodImages/107001.jpg,239,16
ダイダイ(だいだい/橙/ビターオレンジ),0.18,0.12,4.80,果汁(1個分),60.0,https://cdn.slism.jp/calorie/foodImages/107083.jpg,239,14
グミ(グミの実/ぐみ),0.23,0.04,3.10,10個(可食部),18.0,https://cdn.slism.jp/calorie/foodImages/107061.jpg,239,12
金柑(きんかん/キンカン),0.09,0.12,2.98,1個(可食部),17.0,https://cdn.slism.jp/calorie/foodImages/107056.jpg,239,12
かぼす(カボス/カボス果汁),0.18,0.04,3.74,果汁大さじ3（1個分）,44.0,https://cdn.slism.jp/calorie/foodImages/107052.jpg,239,11
ハスカップ(クロミノウグイスカグラ),0.14,0.12,2.56,10粒(丸ごと),20.0,https://cdn.slism.jp/calorie/foodImages/107104.jpg,239,11
すだち果皮(酢橘果皮),0.16,0.03,1.48,1個(果皮量),9.0,https://cdn.slism.jp/calorie/foodImages/107078.jpg,239,6
青梅(うめ/生梅),0.15,0.11,1.66,1個(可食部),21.0,https://cdn.slism.jp/calorie/foodImages/107019.jpg,239,6
グズベリー(丸すぐり/セイヨウスグリ),0.07,0.01,0.92,1個(可食部),7.0,https://cdn.slism.jp/calorie/foodImages/107060.jpg,239,4
すだち(酢橘/スダチ/すだち果汁),0.04,0.01,0.46,1個(果汁小さじ1)程度,7.0,https://cdn.slism.jp/calorie/foodImages/107079.jpg,239,1
りんご(リンゴ・林檎・アップル),0.51,0.26,37.23,M1個(可食部),255.0,https://cdn.slism.jp/calorie/foodImages/107148.jpg,239,138
ドラゴンフルーツ(ピタヤ),3.64,0.78,30.68,1個(可食部),260.0,https://cdn.slism.jp/calorie/foodImages/107111.jpg,239,130
マンゴー(アップルマンゴー),1.17,0.20,32.96,1個(可食部),195.0,https://cdn.slism.jp/calorie/foodImages/107132.jpg,239,125
ぶどう(葡萄/ブドウ),0.82,0.20,32.03,1房（可食部）,204.0,https://cdn.slism.jp/calorie/foodImages/107116.jpg,239,120
青パパイヤ(パパイヤ/未熟パパイア),3.90,0.30,28.20,1個(可食部),300.0,https://cdn.slism.jp/calorie/foodImages/107110.jpg,239,117
ホワイトサポテ(シロサポテ/白サポテ),2.25,0.15,28.35,1個(可食部),150.0,https://cdn.slism.jp/calorie/foodImages/107128.jpg,239,111
マルメロ(丸めろ),0.56,0.19,28.39,1個(可食部),188.0,https://cdn.slism.jp/calorie/foodImages/107131.jpg,239,105
ブンタン(ぶんたん/文旦/ザボン),1.75,0.25,24.50,1個分(可食部),250.0,https://cdn.slism.jp/calorie/foodImages/107126.jpg,239,95
はっさく(ハッサク/八朔),1.56,0.20,22.43,1個(可食部),195.0,https://cdn.slism.jp/calorie/foodImages/107105.jpg,239,88
パパイヤ(パパイア/完熟パパイヤ),1.14,0.46,21.66,1個(可食部),228.0,https://cdn.slism.jp/calorie/foodImages/107109.jpg,239,87
桃(もも/モモ),1.27,0.21,21.62,M1個（可食部）,212.0,https://cdn.slism.jp/calorie/foodImages/107136.jpg,239,85
バナナ(ばなな),0.99,0.18,20.25,1本(可食部),90.0,https://cdn.slism.jp/calorie/foodImages/107107.jpg,239,77
まくわうり(マクワウリ/真桑瓜),1.92,0.24,18.72,1個(可食部),240.0,https://cdn.slism.jp/calorie/foodImages/107130.jpg,239,77
生ハムメロン(生ハムとメロン/生はむめろん),5.49,3.38,6.59,1人分,83.0,https://cdn.slism.jp/calorie/foodImages/201338.jpg,239,75
ネクタリン(ズバイモモ/ツバキモモ/光桃),1.19,0.51,18.19,1個(可食部),170.0,https://cdn.slism.jp/calorie/foodImages/107140.jpg,239,73
日向夏(ヒュウガナツ),0.84,0.14,16.38,1個（可食部）,140.0,https://cdn.slism.jp/calorie/foodImages/107112.jpg,239,63
露地メロン(メロン),1.38,0.14,14.35,1/4個(可食部),138.0,https://cdn.slism.jp/calorie/foodImages/107135.jpg,239,58
メロン(温室メロン),1.39,0.13,12.98,1/4個(可食部),126.0,https://cdn.slism.jp/calorie/foodImages/107134.jpg,239,53
ポンカン(ぽんかん/椪柑/凸柑),0.87,0.10,9.60,1個分(可食部),97.0,https://cdn.slism.jp/calorie/foodImages/107129.jpg,239,39
焼きみかん(焼きミカン/みかん焼き),0.53,0.08,8.63,1個,75.0,https://cdn.slism.jp/calorie/foodImages/201365.jpg,239,34
日向夏の果肉(ヒュウガナツの果肉),0.54,0.09,7.47,果実1個(果肉のみ),90.0,https://cdn.slism.jp/calorie/foodImages/107113.jpg,239,30
柚子の皮(ゆずの果皮),0.58,0.24,6.82,果皮(1個分),48.0,https://cdn.slism.jp/calorie/foodImages/107142.jpg,239,28
パッションフルーツ(パッションフルーツ果汁),0.30,0.15,5.99,1個分の果汁,37.0,https://cdn.slism.jp/calorie/foodImages/107106.jpg,239,24
ブルーベリー(ヌマスノキ/アメリカスノキ),0.20,0.04,5.16,20個,40.0,https://cdn.slism.jp/calorie/foodImages/107124.jpg,239,20
マンゴスチン(マンギス/マンゴステン/マンゴスタン),0.15,0.05,4.38,1個(可食部),25.0,https://cdn.slism.jp/calorie/foodImages/107133.jpg,239,17
びわ(枇杷/ビワ),0.11,0.04,3.71,1個(可食部),35.0,https://cdn.slism.jp/calorie/foodImages/107114.jpg,239,14
ラズベリー(フランボワーズ/ヨーロッパ木苺),0.33,0.03,3.06,10粒,30.0,https://cdn.slism.jp/calorie/foodImages/107146.jpg,239,12
ライチ(レイシ/ライチー),0.19,0.02,3.12,1個(可食部),19.0,https://cdn.slism.jp/calorie/foodImages/107144.jpg,239,12
レモン(レモン果汁),0.18,0.09,3.87,果汁大さじ3（1個分）,45.0,https://cdn.slism.jp/calorie/foodImages/107156.jpg,239,12
ライム(ライム果汁),0.13,0.03,2.98,果汁大さじ2（1個分）,32.0,https://cdn.slism.jp/calorie/foodImages/107145.jpg,239,9
柚子(ゆず/ユズ/柚子の果汁),0.15,0.03,2.10,果汁大さじ2（1個分）,30.0,https://cdn.slism.jp/calorie/foodImages/107143.jpg,239,6
ヤマモモ(山桃),0.07,0.03,1.47,1個(可食部),13.0,https://cdn.slism.jp/calorie/foodImages/107141.jpg,239,6
いも・でん粉
長いも(ながいも/長芋),15.84,2.16,100.08,M1個,720.0,https://cdn.slism.jp/calorie/foodImages/102023.jpg,322,468
米でん粉(米粉),0.22,0.77,98.23,1カップ,110.0,https://cdn.slism.jp/calorie/foodImages/102030.jpg,322,403
コーンスターチ(とうもろこしでん粉),0.11,0.77,94.93,1カップ,110.0,https://cdn.slism.jp/calorie/foodImages/102035.jpg,322,389
やつがしら(八頭/さといも/ヤツガシラ),12.00,2.80,82.00,M1個,400.0,https://cdn.slism.jp/calorie/foodImages/102015.jpg,322,388
小麦澱粉(小麦でん粉),0.22,0.55,94.60,1カップ,110.0,https://cdn.slism.jp/calorie/foodImages/102031.jpg,322,386
サゴでん粉(サゴ澱粉),0.11,0.22,94.71,1カップ,110.0,https://cdn.slism.jp/calorie/foodImages/102032.jpg,322,384
葛粉(くずでん粉),0.22,0.22,94.16,1カップ,110.0,https://cdn.slism.jp/calorie/foodImages/102029.jpg,322,382
キャッサバ澱粉(タピオカでん粉),0.11,0.22,93.83,1カップ,110.0,https://cdn.slism.jp/calorie/foodImages/102028.jpg,322,381
大和芋(やまといも/いちょういも/銀杏芋),13.50,0.60,81.30,M1個,300.0,https://cdn.slism.jp/calorie/foodImages/102025.jpg,322,369
さつまいも澱粉(サツマイモでん粉),0.11,0.22,90.20,1カップ,110.0,https://cdn.slism.jp/calorie/foodImages/102033.jpg,322,365
片栗粉(じゃがいも澱粉/ジャガイモでん粉),0.11,0.11,89.76,1カップ,110.0,https://cdn.slism.jp/calorie/foodImages/102034.jpg,322,363
さつまいも(サツマイモ/薩摩芋),2.40,0.40,63.00,M1個,200.0,https://cdn.slism.jp/calorie/foodImages/102006.jpg,322,264
自然薯(じねんじょ/ヤマノイモ/山芋),5.60,1.40,53.40,1食分,200.0,https://cdn.slism.jp/calorie/foodImages/102026.jpg,322,242
だいじょ(大薯/ためいも),5.20,0.20,50.00,1食分,200.0,https://cdn.slism.jp/calorie/foodImages/102027.jpg,322,218
じゃがいも(ジャガイモ/ポテト),2.16,0.14,23.76,M1個,135.0,https://cdn.slism.jp/calorie/foodImages/102017.jpg,322,103
とろろ(トロロ/とろろいも/とろろ芋),2.83,0.12,16.42,1人前,76.4,https://cdn.slism.jp/calorie/foodImages/202215.jpg,322,75
水芋(みずいも/田芋),0.28,0.16,11.04,M1個,40.0,https://cdn.slism.jp/calorie/foodImages/102013.jpg,322,47
緑豆はるさめ(緑豆春雨),0.02,0.04,8.46,1食分,10.0,https://cdn.slism.jp/calorie/foodImages/102039.jpg,322,35
春雨(はるさめ),0.01,0.02,8.45,1食分,10.0,https://cdn.slism.jp/calorie/foodImages/102040.jpg,322,34
タピオカ(タピオカパール/スターチボール),0.01,0.02,6.94,大さじ1,8.0,https://cdn.slism.jp/calorie/foodImages/102038.jpg,322,28
里芋(さといも/サトイモ),0.60,0.04,5.24,M1個,40.0,https://cdn.slism.jp/calorie/foodImages/102010.jpg,322,23
菊芋(キクイモ),0.95,0.10,7.55,1個,50.0,https://cdn.slism.jp/calorie/foodImages/102001.jpg,322,18
砂糖・甘味
水飴(水あめ),0.00,0.00,17.85,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/103016.jpg,345,69
転化型液糖(転化糖型液糖),0.00,0.00,16.65,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/103013.jpg,345,64
蜂蜜(はちみつ/ハチミツ),0.04,0.00,16.74,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/103022.jpg,345,62
白ざら糖(白ザラ糖/白双糖/ざらめ糖/ザラメ),0.00,0.00,15.00,大さじ1,15.0,https://cdn.slism.jp/calorie/foodImages/103006.jpg,345,58
中ざら糖(中ザラ糖/中双糖),0.00,0.00,15.00,大さじ1,15.0,https://cdn.slism.jp/calorie/foodImages/103007.jpg,345,58
ごま餡(胡麻餡/ごまあん/ゴマ餡),1.87,1.23,10.17,大さじ1,23.0,https://cdn.slism.jp/calorie/foodImages/202296.jpg,345,58
異性化液糖(異性化糖/果糖ぶどう糖液糖),0.00,0.00,15.75,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/103021.jpg,345,58
ショ糖型液糖(しょ糖型液糖),0.00,0.00,14.70,大さじ1,21.0,https://cdn.slism.jp/calorie/foodImages/103012.jpg,345,57
