name,protein,fat,carbo,unit,gram,image_url,ancestry,kcal
鯖寿司(さば寿司/鯖の棒寿司),4.02,4.45,14.65,一人前,57.0,https://cdn.slism.jp/calorie/foodImages/200932.jpg,1137,120
卵粥(卵がゆ/たまごがゆ),4.35,2.85,16.40,茶碗一膳,159.4,https://cdn.slism.jp/calorie/foodImages/200998.jpg,1137,115
塩キャベツ(塩きゃべつ),1.01,8.34,3.18,深型小鉢1杯,58.9,https://cdn.slism.jp/calorie/foodImages/200996.jpg,1137,91
エリンギのバター炒め(エリンギのバターしょうゆ炒め/エリンギのソテー),3.90,5.38,7.91,小皿一皿,110.3,https://cdn.slism.jp/calorie/foodImages/200927.jpg,1137,72
サザエのつぼ焼き(さざえの壺焼き),9.10,0.19,1.68,1個,64.0,https://cdn.slism.jp/calorie/foodImages/200967.jpg,1137,55
高菜パスタ(高菜明太スパゲッティ),33.46,43.68,78.67,1皿,448.5,https://cdn.slism.jp/calorie/foodImages/201138.jpg,1137,879
かぼちゃカレー(カボチャカレー/南瓜カレーライス),17.72,17.90,124.18,一皿,583.0,https://cdn.slism.jp/calorie/foodImages/201055.jpg,1137,746
ガーリックチャーハン(にんにくチャーハン),19.11,26.61,99.42,1皿,392.5,https://cdn.slism.jp/calorie/foodImages/201209.jpg,1137,742
ピーマン丼(じゃこピーマン丼),17.76,20.43,107.83,丼１杯,416.0,https://cdn.slism.jp/calorie/foodImages/201221.jpg,1137,724
もやしチャーハン(もやし炒飯),18.61,24.83,96.02,1皿,423.0,https://cdn.slism.jp/calorie/foodImages/201186.jpg,1137,706
バリそば(ばりそば/バリソバ),15.95,41.01,61.67,大皿1皿,307.9,https://cdn.slism.jp/calorie/foodImages/201122.jpg,1137,705
小松菜チャーハン(小松菜炒飯),21.15,22.63,96.27,1皿,423.0,https://cdn.slism.jp/calorie/foodImages/201178.jpg,1137,698
水菜パスタ(水菜と海老のスパゲッティ),29.44,20.75,79.72,1皿,467.3,https://cdn.slism.jp/calorie/foodImages/201167.jpg,1137,668
ゴーヤカレー(ゴーヤのカレーライス),18.29,15.11,110.31,1皿,601.8,https://cdn.slism.jp/calorie/foodImages/201157.jpg,1137,668
トマトカレー(チキントマトカレーライス),16.26,14.63,108.25,1皿,508.0,https://cdn.slism.jp/calorie/foodImages/201188.jpg,1137,650
えび天丼(海老天丼/海老天どん/エビ天ぷら丼),22.42,9.38,109.30,丼1杯,394.0,https://cdn.slism.jp/calorie/foodImages/201076.jpg,1137,642
ローメン(炒肉麺/チャーローメン),25.38,22.53,78.24,丼1杯,633.0,https://cdn.slism.jp/calorie/foodImages/201114.jpg,1137,639
モロヘイヤカレー(モロヘイヤのカレー),15.17,12.83,109.64,1皿,509.0,https://cdn.slism.jp/calorie/foodImages/201174.jpg,1137,631
ピーマンカレー(ピーマンのカレー),14.35,13.25,108.15,１皿,500.0,https://cdn.slism.jp/calorie/foodImages/201222.jpg,1137,630
味噌焼きうどん(みそ焼きうどん),21.03,27.05,68.99,一皿,399.0,https://cdn.slism.jp/calorie/foodImages/201060.jpg,1137,626
ツナのホワイトクリームパスタ(ツナクリームパスタ/ツナのクリームスパゲッティ),25.37,17.76,86.41,1皿,525.3,https://cdn.slism.jp/calorie/foodImages/201009.jpg,1137,620
なすとトマトのパスタ(茄子とトマトのパスタ/なすのトマトソースパスタ),18.49,22.18,82.38,1皿,467.0,https://cdn.slism.jp/calorie/foodImages/201203.jpg,1137,616
ブロッコリーのパスタ(ブロッコリーとベーコンのスパゲッティ),19.43,21.92,76.35,1皿,355.8,https://cdn.slism.jp/calorie/foodImages/201164.jpg,1137,594
小松菜のパスタ(小松菜スパゲッティ),18.66,21.21,76.59,1皿,426.0,https://cdn.slism.jp/calorie/foodImages/201183.jpg,1137,584
フィデワ(フィディワ/フィデウア/フィデオワ/パスタパエリア),26.43,20.16,54.46,１人分,391.5,https://cdn.slism.jp/calorie/foodImages/201092.jpg,1137,525
岩国寿司(角ずし/殿様寿司),12.17,5.18,102.81,一人前,354.9,https://cdn.slism.jp/calorie/foodImages/201123.jpg,1137,522
かぼちゃグラタン(南瓜グラタン/かぼちゃのマカロニグラタン),9.88,31.98,42.81,1人分,279.8,https://cdn.slism.jp/calorie/foodImages/201083.jpg,1137,504
海鮮焼きそば(海鮮あんかけ焼きそば),26.27,8.42,70.51,1皿,438.5,https://cdn.slism.jp/calorie/foodImages/201067.jpg,1137,482
高菜ラーメン(高菜醤油ラーメン),18.76,8.58,75.19,ラーメン丼1杯,759.5,https://cdn.slism.jp/calorie/foodImages/201139.jpg,1137,471
冷汁うどん(すったてうどん),12.35,9.58,68.72,1人分,418.5,https://cdn.slism.jp/calorie/foodImages/201108.jpg,1137,414
そばかっけ(蕎麦かっけ/そばかっけ鍋),7.24,1.97,83.47,1人分,177.4,https://cdn.slism.jp/calorie/foodImages/201099.jpg,1137,390
かぼちゃリゾット(カボチャのリゾット/南瓜リゾット),6.59,13.33,45.26,一皿,154.8,https://cdn.slism.jp/calorie/foodImages/201058.jpg,1137,339
耳うどん(みみうどん),10.20,1.76,62.41,丼1杯,418.0,https://cdn.slism.jp/calorie/foodImages/201113.jpg,1137,318
牡蠣入りお好み焼き(カキのお好み焼き),15.16,7.60,44.21,1枚,350.0,https://cdn.slism.jp/calorie/foodImages/201120.jpg,1137,315
うずめ飯(うずめめし/うづめめし),8.55,1.67,62.04,茶碗大1膳,427.3,https://cdn.slism.jp/calorie/foodImages/201118.jpg,1137,308
コンビーフサンド(コンビーフサンドイッチ/コンビーフホットサンド),10.70,12.92,29.07,食パン１枚分,99.5,https://cdn.slism.jp/calorie/foodImages/201094.jpg,1137,276
ハムトースト(ハムバタートースト),8.94,13.52,28.30,1枚,90.0,https://cdn.slism.jp/calorie/foodImages/201012.jpg,1137,272
生姜ごはん(しょうがの炊き込みご飯),5.01,1.64,48.86,茶碗1杯,145.3,https://cdn.slism.jp/calorie/foodImages/201217.jpg,1137,247
グリンピースご飯(グリーンピースごはん),4.59,0.60,49.57,茶碗１膳,149.9,https://cdn.slism.jp/calorie/foodImages/201230.jpg,1137,232
ふきご飯(ふきの炊き込みごはん),4.83,2.29,43.46,茶碗1杯,144.9,https://cdn.slism.jp/calorie/foodImages/201218.jpg,1137,226
チーズトースト(チーズオントースト),9.67,7.32,28.25,1枚,78.0,https://cdn.slism.jp/calorie/foodImages/201023.jpg,1137,219
そば米雑炊(そばごめぞうすい),9.31,4.48,31.40,茶碗大1膳,439.1,https://cdn.slism.jp/calorie/foodImages/201124.jpg,1137,215
レーズンくるみパン(レーズンクルミパン/くるみ干しブドウパン),5.70,6.53,31.60,1個,70.2,https://cdn.slism.jp/calorie/foodImages/201015.jpg,1137,211
餡餅雑煮(あんもち雑煮),4.33,0.91,40.26,お椀1杯,181.1,https://cdn.slism.jp/calorie/foodImages/201119.jpg,1137,192
米粉パン(こめこパン),1.83,3.61,35.43,1個,71.7,https://cdn.slism.jp/calorie/foodImages/201021.jpg,1137,185
抹茶蒸しパン(抹茶の蒸しパン/抹茶蒸しケーキ),3.78,6.09,26.09,1個,61.0,https://cdn.slism.jp/calorie/foodImages/201068.jpg,1137,179
かぼちゃパン(南瓜パン/カボチャパン),4.25,4.48,28.75,1個,75.8,https://cdn.slism.jp/calorie/foodImages/201013.jpg,1137,176
パン・オ・フィグ(いちじくパン/イチジクパン/パンオフィグ/セーグル・オ・フィグ),4.12,5.39,24.38,1個,57.5,https://cdn.slism.jp/calorie/foodImages/201082.jpg,1137,161
ほっき飯(ほっきめし/ホッキ飯/ほっきご飯),5.55,0.63,30.81,茶碗1膳,157.1,https://cdn.slism.jp/calorie/foodImages/201101.jpg,1137,159
ののこめし(ののこ飯),5.51,5.89,19.49,1個,89.5,https://cdn.slism.jp/calorie/foodImages/201091.jpg,1137,158
バッテラ(ばってら/鯖の箱寿司/押しずし/押し寿司),4.10,4.47,16.65,1/8カット,68.9,https://cdn.slism.jp/calorie/foodImages/201022.jpg,1137,127
茶粥(茶がゆ/おかいさん),2.14,0.32,27.14,1膳分,180.0,https://cdn.slism.jp/calorie/foodImages/201098.jpg,1137,124
ハタハタ寿司(ハタハタ漬け),9.20,3.58,10.10,小皿1皿,99.8,https://cdn.slism.jp/calorie/foodImages/201102.jpg,1137,115
コーントルティーヤ(とうもろこしのトルティーヤ),1.21,2.07,12.62,1枚,26.9,https://cdn.slism.jp/calorie/foodImages/201040.jpg,1137,77
アボカドカレー(アボカドのカレーライス),16.70,32.36,115.49,1皿,616.3,https://cdn.slism.jp/calorie/foodImages/201250.jpg,1137,832
トマトクリームパスタ(トマトのクリームパスタ/クリームパスタトマト),15.41,37.11,82.44,1人前,433.0,https://cdn.slism.jp/calorie/foodImages/201639.jpg,1137,749
鮭チャーハン(鮭レタスチャーハン),23.77,23.73,100.86,1人分,437.0,https://cdn.slism.jp/calorie/foodImages/201433.jpg,1137,739
ウニのクリームパスタ(うにのパスタ/雲丹のパスタ/ウニのクリームスパゲッティ),18.88,38.22,73.94,1皿,346.5,https://cdn.slism.jp/calorie/foodImages/201458.jpg,1137,738
ガーリックバターライス(にんにくバターライス/ガーリックバターご飯),7.78,31.10,100.27,1人前,311.0,https://cdn.slism.jp/calorie/foodImages/201742.jpg,1137,737
レモンパスタ(レモンクリームパスタ/檸檬クリームスパゲッティ),19.36,35.48,77.81,1個,392.0,https://cdn.slism.jp/calorie/foodImages/201455.jpg,1137,729
タコチャーハン(タコ炒飯/たこチャーハン),22.41,22.33,94.80,1人分,398.0,https://cdn.slism.jp/calorie/foodImages/201432.jpg,1137,697
アボカドクリームパスタ(アボカドクリームスパゲッティ/アボカドのクリームパスタ),24.52,29.81,76.96,1皿,410.0,https://cdn.slism.jp/calorie/foodImages/201249.jpg,1137,693
冬瓜カレー(冬瓜のカレーライス/とうがんカレー),15.22,16.27,116.31,1人前,656.0,https://cdn.slism.jp/calorie/foodImages/201737.jpg,1137,689
パイナップルチャーハン( パイナップルのチャーハン/パイナップル炒飯),13.80,18.19,110.87,1人前,414.3,https://cdn.slism.jp/calorie/foodImages/201753.jpg,1137,675
アボカド納豆丼(アボカドなっとう丼),17.16,18.90,107.68,丼1杯,386.5,https://cdn.slism.jp/calorie/foodImages/201251.jpg,1137,673
アボカドバーガー(アボカドハンバーガー),29.91,44.09,36.69,1個,312.5,https://cdn.slism.jp/calorie/foodImages/201244.jpg,1137,663
ズッキーニカレー(ズッキーニのカレーライス/ナスとズッキーニのカレー),16.29,13.30,114.85,1人前,665.0,https://cdn.slism.jp/calorie/foodImages/201727.jpg,1137,658
アボカド丼(マグロアボカド丼),25.08,15.05,103.16,丼1杯,402.5,https://cdn.slism.jp/calorie/foodImages/201245.jpg,1137,656
パプリカカレー(カレーパプリカ/パプリカのカレーライス),14.44,13.16,107.88,1人前,512.0,https://cdn.slism.jp/calorie/foodImages/201670.jpg,1137,630
クリームチーズパスタ(クリームチーズスパゲッティ/くりーむちーずぱすた),17.14,26.59,73.63,1皿,331.5,https://cdn.slism.jp/calorie/foodImages/201457.jpg,1137,620
天かす丼(天かすご飯),9.07,13.75,107.09,1人分,325.0,https://cdn.slism.jp/calorie/foodImages/201428.jpg,1137,608
穴子丼(あなご丼),19.44,7.30,106.16,丼1杯,356.0,https://cdn.slism.jp/calorie/foodImages/201427.jpg,1137,595
味噌チャーハン(味噌炒飯/みそチャーハン),19.81,9.43,100.89,1人分,377.3,https://cdn.slism.jp/calorie/foodImages/201434.jpg,1137,592
アジ丼(あじ丼/鯵の漬け丼),26.42,5.00,98.42,1人分,370.0,https://cdn.slism.jp/calorie/foodImages/201545.jpg,1137,566
柚子胡椒パスタ(柚子胡椒クリームパスタ/柚子胡椒スパゲッティ),15.21,17.01,77.25,1皿,311.0,https://cdn.slism.jp/calorie/foodImages/201456.jpg,1137,535
梅しそパスタ(梅紫蘇スパゲッティ),23.50,12.40,74.89,1皿,341.5,https://cdn.slism.jp/calorie/foodImages/201233.jpg,1137,522
アボカドハンバーグ(ハンバーグアボカド),20.41,38.69,12.43,1人前,221.6,https://cdn.slism.jp/calorie/foodImages/201680.jpg,1137,479
鯛茶漬け(鯛のお茶漬け/たい茶漬け),20.46,9.35,67.55,1膳,463.0,https://cdn.slism.jp/calorie/foodImages/201543.jpg,1137,458
マヨネーズご飯(マヨネーズごはん),5.76,18.54,62.26,1膳,202.0,https://cdn.slism.jp/calorie/foodImages/201429.jpg,1137,450
アボカドトースト(トーストアボカド/アボカドのトースト),11.78,29.46,33.46,1枚,162.2,https://cdn.slism.jp/calorie/foodImages/201677.jpg,1137,436
ラードご飯(ラードごはん/ラード飯),5.40,12.48,61.18,1膳,190.0,https://cdn.slism.jp/calorie/foodImages/201431.jpg,1137,395
バター醤油ご飯(バター醤油ごはん),5.45,10.20,61.20,1膳,190.0,https://cdn.slism.jp/calorie/foodImages/201430.jpg,1137,371
アボカドサンド(アボカドサンドイッチ/エビとアボカドのサンドイッチ),24.98,14.26,32.59,食パン1枚分,230.0,https://cdn.slism.jp/calorie/foodImages/201247.jpg,1137,354
柿トースト(柿のトースト/柿のチーズトースト),10.05,15.60,41.47,1枚,171.0,https://cdn.slism.jp/calorie/foodImages/201776.jpg,1137,344
豆乳リゾット(とうにゅうリゾット),10.19,12.42,45.04,1人分,360.0,https://cdn.slism.jp/calorie/foodImages/201548.jpg,1137,342
ガーリックラスク(ラスクガーリック/ガーリックのラスク),5.93,18.80,35.39,1人前,80.3,https://cdn.slism.jp/calorie/foodImages/201743.jpg,1137,338
納豆トースト(納豆パン/トースト納豆),14.35,15.74,34.70,食パン１枚分,126.0,https://cdn.slism.jp/calorie/foodImages/201413.jpg,1137,336
味噌パン(みそパン),8.92,4.94,57.67,1枚,108.8,https://cdn.slism.jp/calorie/foodImages/201564.jpg,1137,320
バナナトースト(チョコバナナトースト),6.62,10.93,48.29,食パン１枚分,160.0,https://cdn.slism.jp/calorie/foodImages/201310.jpg,1137,310
フルーツサンド(フルーツサンドイッチ),6.76,12.33,43.74,食パン1枚分,161.0,https://cdn.slism.jp/calorie/foodImages/201423.jpg,1137,308
卵雑炊(たまご雑炊),10.86,6.53,38.51,1膳,318.5,https://cdn.slism.jp/calorie/foodImages/201539.jpg,1137,268
柿ご飯(柿ごはん/柿炊込みご飯/かきごはん),4.61,0.62,55.96,1人前,194.5,https://cdn.slism.jp/calorie/foodImages/201767.jpg,1137,263
牡蠣雑炊(牡蠣ぞうすい/かき雑炊/カキ雑炊),10.85,4.25,41.00,1膳,351.0,https://cdn.slism.jp/calorie/foodImages/201540.jpg,1137,260
しそご飯(しそごはん/紫蘇ごはん/大葉ご飯),7.01,1.67,49.54,茶碗1膳,144.9,https://cdn.slism.jp/calorie/foodImages/201234.jpg,1137,251
トマトご飯(トマトの炊込みご飯/トマト丸ごと炊込みご飯),4.72,0.58,51.28,1膳,194.3,https://cdn.slism.jp/calorie/foodImages/201640.jpg,1137,245
味噌おにぎり(味噌焼きおにぎり),4.75,0.90,51.34,1個,138.0,https://cdn.slism.jp/calorie/foodImages/201494.jpg,1137,242
とうもろこしご飯(コーンご飯/トウモロコシご飯/コーンライス),4.58,0.98,50.56,1膳,160.0,https://cdn.slism.jp/calorie/foodImages/201692.jpg,1137,238
むかごご飯(むかごごはん/零余子飯),4.05,0.53,47.58,茶碗1杯,144.1,https://cdn.slism.jp/calorie/foodImages/201239.jpg,1137,220
枝豆おにぎり(おにぎり枝豆/えだまめのオニギリ),4.40,1.10,45.58,1個,132.5,https://cdn.slism.jp/calorie/foodImages/201685.jpg,1137,219
しそおにぎり(梅紫蘇お握り/シソのオニギリ),3.02,0.72,41.60,1個,120.0,https://cdn.slism.jp/calorie/foodImages/201235.jpg,1137,191
小豆がゆ(あずき粥/あずきがゆ),3.05,0.28,39.29,1食分,185.0,https://cdn.slism.jp/calorie/foodImages/201524.jpg,1137,178
ブルーベリーパン(ブルーベリーブレッド),3.54,2.67,27.24,1枚,60.1,https://cdn.slism.jp/calorie/foodImages/201562.jpg,1137,151
よもぎパン(ヨモギパン),5.15,2.51,25.48,食パン1枚分,60.2,https://cdn.slism.jp/calorie/foodImages/201237.jpg,1137,149
なすひき肉カレー(茄子ひき肉カレー),17.94,25.34,109.33,1人前,573.3,https://cdn.slism.jp/calorie/foodImages/201854.jpg,1137,757
しらす丼(釜揚げしらす丼/しらすどんぶり),13.47,4.87,99.92,1人前,366.0,https://cdn.slism.jp/calorie/foodImages/201855.jpg,1137,516
スンドゥブ雑炊(スンドゥブおじや/雑炊スンドゥブ),13.85,20.54,40.57,1食分,303.0,https://cdn.slism.jp/calorie/foodImages/201850.jpg,1137,421
ラーメン雑炊(雑炊ラーメン/ラーメンおじや/インスタントラーメン雑炊/カップラーメン雑炊),11.35,12.30,63.77,1食分,430.0,https://cdn.slism.jp/calorie/foodImages/201851.jpg,1137,417
あわび粥(アワビ粥/アワビおかゆ/韓国風あわび粥),15.46,8.92,42.63,1食分,348.3,https://cdn.slism.jp/calorie/foodImages/201820.jpg,1137,327
しらすチーズトースト(しらすチーズパン/トーストしらすチーズ),12.39,16.96,28.75,1枚,104.0,https://cdn.slism.jp/calorie/foodImages/201861.jpg,1137,320
納豆雑炊(納豆おじや/雑炊納豆),15.13,8.41,44.37,1食分,339.2,https://cdn.slism.jp/calorie/foodImages/201848.jpg,1137,319
生ハムクリームチーズサンド(生ハムクリームチーズサンドイッチ/生ハムクリームチーズサンドウィッチ),14.22,16.82,26.26,1個,130.3,https://cdn.slism.jp/calorie/foodImages/201808.jpg,1137,315
スモークサーモンクリームチーズサンド(サーモンクリームチーズサンドイッチ),15.21,13.56,31.09,1個,179.8,https://cdn.slism.jp/calorie/foodImages/201809.jpg,1137,309
ホタテ雑炊(ほたて雑炊/ホタテおじや),22.04,5.42,40.27,1食分,401.5,https://cdn.slism.jp/calorie/foodImages/201840.jpg,1137,309
豆腐雑炊(とうふ雑炊/雑炊豆腐/豆腐おじや),13.82,8.65,40.21,1食分,391.5,https://cdn.slism.jp/calorie/foodImages/201839.jpg,1137,301
生ハムアボカドサンド(生ハムアボカドサンドイッチ/生ハムアボカドサンドウィッチ),12.93,15.63,28.45,1個,146.9,https://cdn.slism.jp/calorie/foodImages/201807.jpg,1137,298
しらすトースト(しらすパン/トーストしらす),8.30,16.28,28.52,1枚,90.0,https://cdn.slism.jp/calorie/foodImages/201860.jpg,1137,296
鶏雑炊(鶏肉雑炊/鶏肉おじや/雑炊鶏肉),12.46,8.67,39.40,1食分,338.5,https://cdn.slism.jp/calorie/foodImages/201845.jpg,1137,294
豚キムチ雑炊 (豚キムチおじや/雑炊豚キムチ),8.45,10.07,39.35,1食分,310.8,https://cdn.slism.jp/calorie/foodImages/201847.jpg,1137,292
牛乳雑炊(ミルク雑炊/牛乳おじや),9.62,7.49,42.21,1食分,291.5,https://cdn.slism.jp/calorie/foodImages/201837.jpg,1137,283
鮭雑炊(しゃけ雑炊/シャケ雑炊/鮭おじや),15.80,5.19,38.24,1食分,330.5,https://cdn.slism.jp/calorie/foodImages/201849.jpg,1137,274
豆乳雑炊(とうにゅう雑炊/豆乳おじや),10.52,6.44,41.42,1食分,291.5,https://cdn.slism.jp/calorie/foodImages/201838.jpg,1137,274
かぼちゃ粥(南瓜おかゆ/カボチャ粥),4.64,0.56,59.86,1食分,351.5,https://cdn.slism.jp/calorie/foodImages/201819.jpg,1137,271
生ハムおにぎり(おにぎり生ハム/生ハムお握り/生ハムおむすび),7.80,3.68,44.63,1個,141.0,https://cdn.slism.jp/calorie/foodImages/201804.jpg,1137,251
しらすご飯(しらすごはん),10.08,1.09,46.84,1膳,155.0,https://cdn.slism.jp/calorie/foodImages/201859.jpg,1137,248
キムチ雑炊(キムチおじや/雑炊キムチ),7.88,4.53,40.38,1食分,312.5,https://cdn.slism.jp/calorie/foodImages/201846.jpg,1137,241
にんにく雑炊(ニンニク雑炊/にんにくおじや),7.75,3.80,42.23,1食分,297.0,https://cdn.slism.jp/calorie/foodImages/201841.jpg,1137,241
生姜雑炊(しょうが雑炊/ショウガ雑炊/生姜おじや),7.31,4.49,39.39,1食分,303.5,https://cdn.slism.jp/calorie/foodImages/201842.jpg,1137,234
カニ雑炊(かに雑炊/蟹雑炊/カニおじや/雑炊カニ),9.56,3.48,38.22,1食分,310.5,https://cdn.slism.jp/calorie/foodImages/201844.jpg,1137,233
イクラおにぎり(いくらおにぎり/おにぎりイクラ/イクラおむすび),6.88,1.97,45.20,一個,132.5,https://cdn.slism.jp/calorie/foodImages/201862.jpg,1137,232
きのこ雑炊(キノコ雑炊/きのこおじや),7.94,3.57,40.75,1食分,331.0,https://cdn.slism.jp/calorie/foodImages/201843.jpg,1137,228
トマト雑炊(雑炊トマト/トマトおじや),7.20,3.45,40.82,1食分,344.5,https://cdn.slism.jp/calorie/foodImages/201852.jpg,1137,227
ミルク粥(牛乳粥),6.99,5.85,34.11,1食分,184.5,https://cdn.slism.jp/calorie/foodImages/201822.jpg,1137,223
しらすおにぎり(しらすお握り/しらすオニギリ),4.51,1.36,44.55,1個,131.0,https://cdn.slism.jp/calorie/foodImages/201857.jpg,1137,217
キムチ粥(キムチお粥/キムチがゆ/韓国風キムチ粥),4.25,1.41,43.48,1食分,306.0,https://cdn.slism.jp/calorie/foodImages/201818.jpg,1137,211
生ハムサンド(生ハムサンドイッチ/生ハムサンドウィッチ),11.76,6.92,25.56,1個,100.3,https://cdn.slism.jp/calorie/foodImages/201806.jpg,1137,211
生ハムパン(生ハムトースト),7.68,12.76,14.33,1枚,60.3,https://cdn.slism.jp/calorie/foodImages/201805.jpg,1137,204
豆乳粥(豆乳がゆ),7.42,3.23,31.64,1食分,184.5,https://cdn.slism.jp/calorie/foodImages/201823.jpg,1137,194
鮭粥(しゃけ粥/鮭おかゆ/鮭がゆ),11.20,2.13,27.19,1食分,224.5,https://cdn.slism.jp/calorie/foodImages/201830.jpg,1137,182
たらこ粥(タラコおかゆ/タラコ粥/おかゆたらこ),5.83,1.04,27.13,1食分,196.2,https://cdn.slism.jp/calorie/foodImages/201834.jpg,1137,145
明太子粥(明太がゆ/明太粥/明太子がゆ/おかゆ明太子),5.38,0.82,27.53,1食分,196.2,https://cdn.slism.jp/calorie/foodImages/201833.jpg,1137,143
梅粥(うめ粥/うめがゆ/おかゆ梅),2.37,0.38,29.20,1食分,191.2,https://cdn.slism.jp/calorie/foodImages/201836.jpg,1137,136
トマト粥(トマトお粥/トマトがゆ/おかゆトマト),2.53,0.38,29.59,1食分,236.5,https://cdn.slism.jp/calorie/foodImages/201832.jpg,1137,135
きのこ粥(キノコがゆ／きのこお粥／おかゆキノコ),3.30,0.49,29.50,1食分,223.0,https://cdn.slism.jp/calorie/foodImages/201821.jpg,1137,134
オートミール粥 (オートミールおかゆ),4.79,2.00,24.19,1食分,181.5,https://cdn.slism.jp/calorie/foodImages/201831.jpg,1137,132
ほうれん草粥(ほうれんそうお粥/ほうれん草がゆ),2.53,0.40,27.62,1食分,199.0,https://cdn.slism.jp/calorie/foodImages/201835.jpg,1137,129
にんにく粥(ガーリック粥/ニンニクお粥/ニンニク粥),2.40,0.37,27.76,1食分,186.2,https://cdn.slism.jp/calorie/foodImages/201824.jpg,1137,128
緑茶粥(緑茶がゆ/おかゆ煎茶),2.43,0.32,27.29,1食分,180.0,https://cdn.slism.jp/calorie/foodImages/201828.jpg,1137,128
生姜粥(しょうが粥／ショウガ粥／生姜がゆ),2.27,0.35,27.68,1食分,192.5,https://cdn.slism.jp/calorie/foodImages/201825.jpg,1137,127
卵しょうが粥(たまご生姜がゆ),4.46,2.90,17.19,1食分,171.4,https://cdn.slism.jp/calorie/foodImages/201826.jpg,1137,118
ホタテ粥(ほたて中華粥/ホタテおかゆ/帆立お粥),16.25,1.78,6.12,1食分,145.0,https://cdn.slism.jp/calorie/foodImages/201827.jpg,1137,112
イクラ寿司(いくら軍艦/寿司いくら/イクラ寿司),4.05,1.75,7.70,1貫,31.6,https://cdn.slism.jp/calorie/foodImages/201863.jpg,1137,63
甘エビ寿司(寿司甘エビ/すし甘エビ),6.48,0.26,7.41,1貫,51.0,https://cdn.slism.jp/calorie/foodImages/201864.jpg,1137,61
納豆カルボナーラ(納豆クリームパスタ),31.00,43.94,79.07,1人前,386.1,https://cdn.slism.jp/calorie/foodImages/201928.jpg,1137,857
納豆ツナマヨパスタ(納豆とツナマヨネーズのスパゲッティ),29.58,29.03,79.20,1人前,367.0,https://cdn.slism.jp/calorie/foodImages/201924.jpg,1137,708
納豆ツナパスタ(ツナ納豆パスタ),29.39,19.99,78.67,1人前,355.0,https://cdn.slism.jp/calorie/foodImages/201923.jpg,1137,625
納豆キムチパスタ(キムチ納豆パスタ/納豆キムチスパゲティ),23.67,19.44,82.58,1人前,371.0,https://cdn.slism.jp/calorie/foodImages/201927.jpg,1137,616
納豆大根おろしパスタ(納豆おろしパスタ/納豆大根おろしスパゲティ),22.60,19.34,81.23,1人前,383.0,https://cdn.slism.jp/calorie/foodImages/201926.jpg,1137,605
納豆オクラパスタ(オクラ納豆パスタ/納豆オクラスパゲッティ),22.86,19.35,80.42,1人前,348.0,https://cdn.slism.jp/calorie/foodImages/201925.jpg,1137,602
納豆たくあんパスタ(沢庵納豆パスタ/たくあん納豆パスタ),22.55,19.32,79.46,1人前,336.0,https://cdn.slism.jp/calorie/foodImages/201930.jpg,1137,598
納豆バター醤油パスタ(納豆パスタ醤油バター),22.67,19.41,78.75,1人前,323.0,https://cdn.slism.jp/calorie/foodImages/201922.jpg,1137,594
納豆パスタ(納豆スパゲッティ/パスタ納豆),22.28,19.29,78.65,1人前,321.0,https://cdn.slism.jp/calorie/foodImages/201921.jpg,1137,594
納豆焼きそば(焼きそば納豆),23.79,18.59,74.55,1人前,335.5,https://cdn.slism.jp/calorie/foodImages/201907.jpg,1137,574
オクラベーコンパスタ(オクラベーコンスパゲティ),16.98,21.03,75.01,1人前,324.0,https://cdn.slism.jp/calorie/foodImages/201941.jpg,1137,573
納豆ピザ(ピザ納豆),30.21,20.50,61.61,1枚,234.0,https://cdn.slism.jp/calorie/foodImages/201920.jpg,1137,557
納豆そうめん(そうめん納豆),22.81,6.81,97.20,1人前,528.0,https://cdn.slism.jp/calorie/foodImages/201912.jpg,1137,554
オクラパスタ(オクラスパゲッティ),14.77,14.37,74.97,1人前,307.0,https://cdn.slism.jp/calorie/foodImages/201940.jpg,1137,503
おろしそうめん(大根おろしそうめん),14.66,1.90,95.74,1人前,575.0,https://cdn.slism.jp/calorie/foodImages/201935.jpg,1137,477
納豆とろろそば(とろろ納豆そば/納豆とろろ蕎麦),24.45,6.56,79.85,1人前,486.0,https://cdn.slism.jp/calorie/foodImages/201914.jpg,1137,471
オクラそうめん(そうめんオクラ/オクラ素麺),14.96,1.88,93.85,1人前,507.0,https://cdn.slism.jp/calorie/foodImages/201936.jpg,1137,466
納豆チーズご飯(納豆チーズごはん),16.87,10.26,66.66,1膳,238.6,https://cdn.slism.jp/calorie/foodImages/201903.jpg,1137,437
納豆そば(そば納豆/納豆蕎麦),21.91,6.42,64.93,1人前,428.0,https://cdn.slism.jp/calorie/foodImages/201910.jpg,1137,402
納豆キムチご飯(キムチ納豆ご飯),13.33,5.60,68.57,1膳,251.0,https://cdn.slism.jp/calorie/foodImages/201919.jpg,1137,387
納豆オクラうどん(オクラ納豆うどん),15.01,3.49,70.09,1人前,459.0,https://cdn.slism.jp/calorie/foodImages/201916.jpg,1137,381
納豆ご飯(納豆かけご飯),12.68,5.56,66.17,1膳,215.6,https://cdn.slism.jp/calorie/foodImages/201902.jpg,1137,375
納豆たくあんご飯(沢庵納豆ごはん),12.43,5.50,65.96,1膳,220.0,https://cdn.slism.jp/calorie/foodImages/201929.jpg,1137,372
